,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
907,Cheerper,BigData,44,49,48,2,103274.12126948326,20450.044402768803,2,0.29191987228048194,0.7057891986304954,0.0018264923349803341
908,Glasses,Design,1,36,31,5,137206.56082653266,17948.489623653113,3,0.9560544487700411,0.16938621077599653,0.0
909,Glasses,AI,1,30,23,5,70439.21692716671,18059.864252952793,2,0.0,0.3709582147076773,0.8520921549194271
910,Pear,Design,6,30,22,9,81310.94465437032,19060.29738221405,1,0.7097970634817505,0.6236596289553114,0.0
911,Glasses,Design,57,49,48,1,122369.66012632156,17815.291717620174,3,0.8145173639831325,0.0,0.2306404226272447
912,Glasses,AI,38,30,22,9,75662.48414902455,21631.533411867444,2,0.5852668134803825,0.5166280568991346,0.0
913,Glasses,Search Engine,77,37,29,8,57895.687188336815,17736.061758452364,4,0.5500407509714266,0.7537794984388024,0.0
914,Glasses,Design,1,40,34,5,126071.244771876,16301.00457065719,3,0.8020356468874711,0.0,0.714303122208962
915,Cheerper,BigData,19,31,22,9,63499.05115956117,20142.39610658917,2,0.0,0.9234850508820458,0.10375015761989836
916,Pear,Sales,21,40,36,4,126717.33552269096,24012.578910413155,1,0.8338143403739031,0.16454432604394587,0.0016285640951160807
917,Cheerper,Search Engine,74,49,47,4,65753.45306446533,15686.359858733169,1,0.0,0.6611750316447258,0.44854945521341216
918,Pear,Design,51,36,31,5,40000.0,17420.649967188892,2,0.0,0.021533863431951294,1.0
919,Glasses,AI,60,36,29,7,63890.17775254043,16794.39425127926,2,0.2630240090933825,0.57375423586913,0.1634391128004602
920,Pear,AI,32,40,36,4,84613.16509660722,15699.815772628222,4,0.5823168824660173,0.0,0.6458953311709363
921,Pear,Sales,2,39,37,1,96857.57146543254,21087.48009629557,2,0.08050195670666938,0.0,1.0
922,Cheerper,BigData,16,30,22,9,63648.70440934618,22872.186585089803,2,0.22961139222886434,0.9961143446567937,0.0
923,Pear,Design,21,31,29,1,111627.85258330566,24792.91,2,0.7609566732936306,0.08889522547583911,0.14973640713850103
924,Cheerper,Search Engine,19,49,47,3,96351.70067670288,21506.246268031893,1,0.0,0.422428711779023,0.6611103485478919
925,Glasses,AI,26,34,30,4,86214.8631752666,24052.3082888593,1,0.43710892920031047,0.49314113218524624,0.06946531392815208
926,Pear,Sales,4,42,39,3,136123.5771132343,24792.91,1,0.874719376497735,0.0,0.5383884200926404
927,Glasses,Search Engine,32,33,26,7,85961.08554523387,16445.876901709464,4,0.5666463272457454,0.5279618496495223,0.0
928,Cheerper,Support,53,41,37,4,87359.98869783194,18918.73762825818,3,0.2833683067941612,1.0,0.0
929,Cheerper,BigData,4,32,25,7,75929.91245772506,24792.91,1,0.0,1.0,0.164889551878142
930,Cheerper,Search Engine,1,39,29,9,131082.18592702446,19400.02303736884,1,0.8176004683130225,0.7696869254635572,0.0
931,Cheerper,Support,47,34,29,5,40000.0,23089.22144508076,1,0.0,1.0,0.5252937085337224
932,Pear,Sales,35,36,34,2,121715.17183253838,18135.770188253813,3,0.960455497311006,0.0,0.369294019435893
933,Pear,AI,80,48,48,1,76457.49168751511,19591.62451879124,4,0.2694897724640689,0.0,0.9191237157826784
934,Cheerper,Support,35,35,24,9,45477.682642868764,15387.660177294127,4,0.0,1.0,0.0
935,Pear,Sales,1,30,22,8,119251.87507400969,21613.67453447522,2,1.0,0.0,0.2222596179093987
936,Cheerper,BigData,36,37,30,8,63459.05951927391,11154.971716541979,4,0.10662840210488128,0.4979506233163695,0.39539510919170745
937,Glasses,Search Engine,28,39,34,5,60379.44099128923,21257.99947679724,1,0.0,0.2846069160511027,0.9487253427064684
938,Cheerper,Support,39,47,41,6,114304.50733292782,14839.561443738225,3,0.6037041719911032,1.0,0.0
939,Pear,Sales,42,49,48,1,101712.04583199386,18201.176707966155,1,0.4765591433625116,0.0,0.7763751746791439
940,Glasses,Search Engine,1,39,37,2,116231.06870221281,24792.91,1,0.05892021906859812,0.1636369628308666,0.7776185801930909
941,Cheerper,Support,46,32,26,6,41322.29663014826,17787.420232008644,4,0.0,1.0,0.032265279761441557
942,Cheerper,BigData,30,40,34,7,92764.9479973485,19380.492482149573,1,0.28458749359409924,1.0,0.0
943,Glasses,BigData,26,42,41,1,95892.23101859196,20594.383463000817,2,0.08013177312611836,0.6262482887137462,0.2934105374938476
944,Glasses,Search Engine,45,31,27,4,40951.011365524944,24079.306193353972,2,0.0,0.41302889908682394,0.8195818758008857
945,Cheerper,BigData,35,43,42,1,107065.17507489983,19436.32016501545,3,0.43599556538285644,0.8499424104043234,0.0
946,Cheerper,Support,1,39,23,9,93490.2365343679,15371.067478120816,1,0.4226357964220729,1.0,0.0
947,Glasses,Search Engine,30,42,39,3,108398.25538365045,24042.821517708,1,0.32767085927019346,0.800922446038282,0.0
948,Pear,Sales,22,43,41,3,116967.64220364855,24555.61255200197,1,0.6819616723356925,0.0,0.7298356714195755
949,Glasses,AI,59,45,41,5,93047.258713064,13425.950934974226,4,0.8575796451302462,0.16354531666266967,0.0
950,Cheerper,Support,67,49,45,6,40000.0,15019.492996105697,3,0.0,0.9734853064236964,0.3698818922742961
951,Pear,Sales,20,44,37,7,117544.33037002226,17785.53826404854,2,0.8596248522962382,0.0,0.2526396023118706
952,Glasses,Search Engine,49,39,37,2,83236.59086700776,12713.733267757525,4,0.4714324309498314,0.5229175691350667,0.005498361188214507
953,Glasses,AI,60,39,37,2,66539.64359525766,13839.905971268243,4,0.25705267003347276,0.19771726491771793,0.5450573029754833
954,Glasses,Design,1,30,22,7,142993.50286169272,19476.61686618236,3,1.0,0.09804032127803025,0.0
955,Pear,Design,14,30,26,4,91369.72922452414,19904.23109339264,3,0.5641450690670123,0.0,0.6382311510917344
956,Pear,Sales,42,46,44,2,111733.78485241183,20013.71567743585,2,0.8304974012213926,0.0,0.18989456639805416
957,Glasses,Search Engine,14,30,22,8,68496.40842791143,23821.622319057853,2,0.20672124056467434,0.47291896029731906,0.3197657243264235
958,Glasses,AI,30,30,22,4,83129.59653814303,18550.65820318734,4,0.671689606259753,0.32458591867470515,0.004226320538541273
959,Glasses,Search Engine,46,37,31,6,80146.61259674972,18015.599702515658,4,0.675983842046428,0.47355969953597066,0.0
960,Glasses,AI,9,40,36,4,101134.14132289134,16722.67107833122,2,0.5042293339411331,0.047353673105615335,0.4488662555933839
961,Glasses,Design,1,31,24,7,153000.0,22827.94768390623,2,1.0,0.06192851897876833,0.0
962,Cheerper,BigData,1,34,28,6,107971.34386087226,16323.358197393192,3,0.3280564074078125,0.5920398192489804,0.07913691462794786
963,Cheerper,BigData,10,38,36,2,90556.18538270505,24792.91,1,0.0,0.8951728159349437,0.5795491370895378
964,Pear,Sales,1,30,29,2,131145.7407396486,21610.89602271299,3,0.8652569612941876,0.0,0.5559825711166781
965,Glasses,AI,36,32,29,3,78704.12599906654,24792.91,1,0.1188568059627593,0.2821463021884506,0.599350167974376
966,Pear,Sales,5,44,41,3,149146.39887181565,12093.82915316095,4,1.0,0.0,0.06240962563906177
967,Cheerper,AI,55,45,35,9,55784.902663986584,13684.861777590217,1,0.17946589855037193,0.5633564106925564,0.2573015360773102
968,Pear,Sales,48,49,48,3,130329.50518226538,14707.18654143874,2,0.9809223597767955,0.0,0.28799802520649065
969,Glasses,Design,19,49,48,4,113913.95546714557,16180.250029307537,1,0.30367487456947717,0.18148538840912762,0.5147726353880144
970,Glasses,Design,2,41,35,6,124220.81376539107,15517.998879989018,3,0.8669184301113324,0.0,0.3096840839225294
971,Glasses,BigData,4,37,34,2,93605.19763334077,15841.125814042312,5,0.08432494489700523,0.1419245965490382,0.7737184391925152
972,Pear,Sales,1,37,30,7,136928.08402176673,9241.666948287824,4,1.0,0.0,0.23455368743697466
973,Glasses,AI,40,49,47,5,85419.52718695723,22709.572129481465,1,0.12948988006165438,0.38053473567078977,0.48994259131255163
974,Cheerper,BigData,14,42,38,4,106500.80785736218,20565.36316333346,2,0.2403753779390207,0.6793576593738102,0.08026333953473186
975,Pear,Sales,44,45,43,2,82018.95883893897,24792.91,1,0.0,0.0,1.0
976,Cheerper,BigData,42,41,35,5,48188.26633378229,19469.340582587567,1,0.0,0.6109419974031738,0.7541373859075984
977,Cheerper,BigData,75,42,38,4,40000.0,10048.458829502724,5,0.0,0.6149578002899576,0.5867368374304913
978,Cheerper,Support,42,43,38,6,50314.473840587976,22694.272253113464,1,0.0,1.0,0.5314807622115618
979,Cheerper,Search Engine,1,44,38,6,111944.57308728017,13035.83721972385,3,0.4367993346395068,0.33928226987800614,0.22377066581993194
980,Cheerper,BigData,21,40,36,4,104924.87126752973,13465.769669407428,4,0.5300488060757078,0.5707945486875765,0.0
981,Glasses,Design,3,38,30,9,107955.77207191213,18767.77872938904,1,0.5303870049507726,0.02939536406267179,0.4397327537581869
982,Glasses,Design,21,44,37,6,92296.13170785712,24792.91,1,0.11378579288991741,0.11071089317228713,0.7755479416049806
983,Pear,Sales,1,35,28,6,153000.0,14706.605180683078,3,1.0,0.0,0.0
984,Glasses,AI,10,30,24,5,92902.70718361865,20173.037235959906,2,0.2700901621435861,0.3555691570922162,0.37473887654040305
985,Glasses,Search Engine,52,49,48,1,65242.47894688641,21096.019372214858,1,0.0,0.43915429050345706,0.9355708328965071
986,Glasses,AI,1,36,29,7,113552.26845680254,11500.610381424325,4,0.7709242480139191,0.21555723524421627,0.013439319993195809
987,Cheerper,Search Engine,29,42,35,7,78589.72634721304,16973.752888239294,2,0.0,0.6422335144238367,0.376372849171529
988,Glasses,AI,5,37,33,4,113934.99638837086,15549.84063747496,4,0.797065060444029,0.0,0.48138336370826607
989,Cheerper,BigData,40,37,30,8,90870.39361993078,9000.0,5,0.6830313028084676,0.7274010470945539,0.0
990,Glasses,AI,24,38,37,1,75688.77167096065,24792.91,1,0.0,0.0,1.0
991,Cheerper,Search Engine,69,39,36,3,67900.23215904942,20673.173624102466,3,0.09791426670030803,0.6727031693145189,0.22929860030367116
992,Glasses,Search Engine,42,30,22,5,61587.26672392007,18941.563995307148,4,0.3923992567594038,0.2590895730611221,0.34814403709452446
993,Glasses,Design,1,35,29,6,140104.2306013593,24792.91,1,0.6569688362288206,0.11060483739321361,0.23254785741064812
994,Glasses,AI,36,48,40,8,100384.32459678952,9000.0,3,0.9302528189227994,0.5251405811015021,0.0
995,Glasses,Design,37,30,23,5,97698.77871562411,17474.064491096888,3,0.8668635930833661,0.27193494465009205,0.0
996,Glasses,AI,21,49,43,8,100464.81762513253,11591.85603531008,2,0.4091374693084783,0.11728703996342676,0.4735832459578438
997,Glasses,AI,73,46,44,2,40000.0,23791.274409604805,1,0.0,0.022190164248730382,1.0
998,Glasses,Search Engine,39,37,35,2,83841.30125656068,9048.182115471223,5,0.8034072623727,0.0,0.3871563282491607
999,Cheerper,Search Engine,29,46,39,7,111704.2849958891,13305.672249246116,3,0.7105544686562636,0.5429454960417348,0.0
1000,Glasses,Search Engine,29,44,39,5,108967.807738811,12383.268138103664,3,0.6531588280364338,0.694307903891317,0.0
1001,Glasses,Search Engine,40,38,30,8,74176.0260539004,18462.06362036929,3,0.6375105760078144,0.5484294505045387,0.0
1002,Cheerper,BigData,45,49,47,2,87415.64532460684,11998.720700326261,5,0.0660177870529452,0.43268368132846874,0.50077916712218
1003,Pear,Sales,1,33,25,8,148682.5979654342,14306.628017381929,3,1.0,0.0,0.17357068779002321
1004,Glasses,BigData,80,47,48,1,40000.0,24187.43882949993,2,0.0,0.19075553509545637,1.0
1005,Pear,AI,80,40,36,4,40000.0,18469.85314123407,3,0.15202358218087966,0.000617646094810298,0.8479937656109753
1006,Glasses,AI,1,40,37,4,116002.60834943573,15441.421935972987,3,0.5863423883523204,0.0,0.471687627259312
1007,Glasses,Search Engine,73,43,43,1,43530.89558662284,20848.521509289792,2,0.0,0.3996967203176357,0.793038931605211
1008,Pear,Sales,1,37,34,4,145458.91476511594,21124.37190444507,3,0.8742119189845468,0.0,0.39747069056453505
1009,Cheerper,BigData,41,49,45,4,107689.323979922,14815.92092030497,2,0.017263265279335083,1.0,0.0
1010,Glasses,Search Engine,21,44,42,3,77078.91372982909,22267.70826663269,1,0.0,0.38833474425282244,0.8909765359392396
1011,Glasses,AI,78,35,32,3,70367.98681870446,19255.91226450498,4,0.6556537647985898,0.0,0.3753066717259153
1012,Cheerper,BigData,45,49,46,4,49284.2134755049,19754.865842474075,1,0.0,0.5990131074766483,0.9579308883394551
1013,Glasses,Search Engine,1,30,22,7,96800.90401844334,24042.48258173689,3,0.567272758416594,0.5083504437779738,0.0
1014,Cheerper,BigData,43,45,41,4,91642.17433339379,22874.599173016362,2,0.1681793813847402,0.9864031983047641,0.0
1015,Glasses,AI,60,33,28,5,76075.9446999583,17526.593886497456,3,0.70956788438879,0.5509098889043308,0.0
1016,Glasses,AI,5,44,37,7,110512.85945559475,12430.563915073199,3,0.7576554209832915,0.10532460566079732,0.13672180209018495
1017,Glasses,BigData,80,49,48,1,40000.0,13953.927408878582,3,0.0,0.4180817563850191,1.0
1018,Cheerper,BigData,45,36,34,2,69420.00974815176,16295.14527750127,4,0.032354851456758926,0.41548858256360877,0.551478363275089
1019,Glasses,AI,16,33,28,5,102747.0594203274,15004.534314712333,3,0.709872927720567,0.0,0.3285675718238708
1020,Pear,Design,80,49,48,1,85897.74483614007,16565.5595520015,3,0.6150320870439977,0.0,0.4746229392482587
1021,Glasses,Search Engine,41,42,39,3,68062.23050877103,23085.259277130128,1,0.0,1.0,0.5048172582557325
1022,Pear,Sales,13,30,22,5,67948.36862452568,24792.91,1,0.061960157388108006,0.0,1.0
1023,Glasses,Design,29,49,48,1,110070.40246816984,18866.931856896146,3,0.38460958388705835,0.0,0.8122182128759359
1024,Glasses,AI,1,30,22,9,106039.90929785543,13218.84666748629,3,0.6059895810421971,0.18724499889170038,0.2068026054184358
1025,Cheerper,Search Engine,58,37,30,7,58413.976953286605,24697.602635363386,1,0.0,1.0,0.0
1026,Glasses,Sales,41,49,45,4,123704.5910268141,14697.612623581415,2,0.9016342633537786,0.017616061041583808,0.08051268859407484
1027,Pear,Design,8,32,28,4,97785.1112615634,19228.711185750122,1,0.2861195862011504,0.0,0.81931642043005
1028,Pear,Search Engine,25,32,33,1,66703.0174265133,20137.91535770562,3,0.0,0.0,1.0
1029,Glasses,AI,1,35,27,9,115220.50097754781,22011.72202272294,2,0.6812771356176714,0.0,0.41254473034582473
1030,Pear,Sales,15,30,22,8,148683.77466213572,23390.254310984426,1,1.0,0.0,0.0
1031,Glasses,AI,56,36,31,5,74450.87516344685,13704.881624868303,4,0.45499448056787994,0.2520756701479892,0.2931330026888036
1032,Pear,Sales,1,30,22,7,115530.79387280827,22823.24143571515,2,0.9902274803360271,0.0,0.4943802009873306
1033,Cheerper,Support,56,46,42,4,52822.12610798543,15515.847183062353,3,0.0,0.7572739047092085,0.541113922207037
1034,Cheerper,Support,15,41,37,4,81386.339530699,24792.91,1,0.0,0.931692726128021,0.5140943243315718
1035,Glasses,AI,25,30,28,2,95153.54091132525,21158.275612489197,3,0.2809244791515116,0.06207749050150402,0.657062231313853
1036,Pear,Sales,53,37,33,5,83249.27708083342,15257.935209657502,3,0.8372716819392914,0.0,0.45222105839583476
1037,Glasses,Search Engine,40,37,39,1,78865.52997197631,24792.91,2,0.0,0.19569755874227943,0.9787790967025083
1038,Pear,Sales,4,38,31,7,122761.86687767343,14518.42482820182,3,0.8565448621247125,0.0,0.23333547564479395
1039,Cheerper,Support,80,46,44,2,40000.0,16631.998636392927,4,0.0,1.0,0.2829195809506546
1040,Cheerper,Support,80,49,48,5,40000.0,24546.41897481755,1,0.0,1.0,0.07720625858008956
1041,Glasses,AI,16,37,33,4,105558.56056558501,15174.51298896257,3,0.5648626818454786,0.0,0.5710108384387051
1042,Cheerper,BigData,30,44,38,6,94014.50561539341,10965.883595024854,4,0.3920445903704617,0.3877632921964519,0.2200464540494172
1043,Cheerper,BigData,80,38,37,1,55125.034641203165,10311.524182885014,5,0.5372863688614469,0.17378933316706408,0.2890408297557311
1044,Cheerper,Support,29,40,40,1,70855.62070836948,21012.9168420013,2,0.0,0.7685900349893486,0.6683703390221635
1045,Glasses,AI,1,30,24,5,132452.24513859238,24792.91,1,0.6411441385776078,0.45792154628292725,0.0
1046,Glasses,Search Engine,72,39,37,2,50902.35088765271,19490.68936782086,3,0.03403804402979749,0.32663184945507073,0.6390353811088811
1047,Pear,Design,29,43,39,4,61886.86059134749,24792.91,1,0.0,0.3010815263299143,0.9694742592700538
1048,Glasses,Search Engine,7,30,22,7,70626.00243107174,19088.27111889073,3,0.2254081160538879,0.7069246842164532,0.06757378552754917
1049,Glasses,Search Engine,6,38,35,2,81662.61006720754,22387.7336505141,1,0.0,0.27212418417448825,1.0
1050,Pear,AI,41,38,37,1,92725.02207820956,19808.192871607193,4,0.4958939819966888,0.10900229712028167,0.3949091704765793
1051,Glasses,Support,59,36,33,3,40000.0,24792.91,2,0.0,0.7289924586920336,0.8897894859600919
1052,Glasses,BigData,16,49,43,7,73798.66965437809,21658.124520384128,1,0.0,0.5896423928062111,0.7515881345430186
1053,Glasses,Search Engine,33,39,39,1,101453.68348794308,23935.220518122223,3,0.42715217544870376,0.24505143100959828,0.3277616310374285
1054,Glasses,AI,28,42,41,2,104738.19597207883,18897.4785996924,2,0.6221550399735077,0.0,0.547558372696672
1055,Glasses,AI,6,44,39,5,104535.62387145459,23921.30549526004,1,0.42358069072172394,0.0,0.6858982899828854
1056,Glasses,Search Engine,45,31,26,5,90153.97020531859,15250.088082809525,4,0.9196986589297032,0.550800333194325,0.0
1057,Pear,Design,55,39,37,2,89486.55163007879,16987.960665940573,3,0.5216391357107862,0.2065556029384065,0.2721939071626425
1058,Glasses,Search Engine,14,30,22,9,92846.6309246971,12043.829531420608,4,0.70505998601613,0.5659988125392448,0.0
1059,Cheerper,Support,76,37,35,2,41858.47444444344,22912.168210736385,4,0.0,0.8295086538240051,0.1726974702435122
1060,Pear,AI,1,33,28,6,108082.61819896483,24792.91,1,0.07844531968237012,0.3337430157966375,0.5881442664064549
1061,Cheerper,BigData,42,33,24,9,40000.0,12954.605498198016,3,0.0,0.9272802278480154,0.3297633335199985
1062,Glasses,AI,36,30,22,6,65725.76937820425,19276.64029109707,3,0.22058764956952684,0.5115400373241326,0.2682322357319501
1063,Glasses,AI,42,37,36,1,84677.793382579,14719.47414406058,4,0.24682024104386874,0.13402116888324225,0.619175423680852
1064,Cheerper,BigData,49,33,27,6,59043.37529232251,16463.462126435454,4,0.33478934383374026,0.5180465401027892,0.14723538904600694
1065,Cheerper,Search Engine,73,39,39,1,71582.73130668438,15416.277087761326,4,0.33185494934222415,0.22812946913598267,0.44010931105634804
1066,Cheerper,BigData,30,30,22,7,86371.64976831058,20338.33399596021,3,0.41490730483976007,1.0,0.0
1067,Glasses,BigData,80,38,37,2,40000.0,24792.91,1,0.0,0.7657192173780905,1.0
1068,Glasses,Search Engine,32,30,22,9,40000.0,24792.91,2,0.0,0.3089410427706619,0.8941124990159923
1069,Pear,AI,41,32,32,1,58771.87698440399,21369.011660199896,3,0.0,0.0,1.0
1070,Glasses,BigData,24,30,22,9,40000.0,17240.127266513133,4,0.05005548716091901,0.8093258135199755,0.14007659100477485
1071,Pear,Design,36,49,43,6,80672.71123589126,20048.99923932115,1,0.24605038013263392,0.21387117475978693,0.5401375783025752
1072,Glasses,Search Engine,2,40,35,5,104385.4419909526,17366.859983714727,3,0.4286456470485259,0.19072228012306552,0.38066976818740866
1073,Glasses,BigData,61,40,36,5,43327.58800121746,24792.91,1,0.0,0.5701212907518293,0.7701973402615092
1074,Cheerper,Search Engine,45,41,31,9,58913.925183500905,18403.096757288647,3,0.23264748391371642,0.7766515482774683,0.0
1075,Cheerper,BigData,30,39,34,5,82170.57578075654,17871.405896555494,2,0.07148757694833902,0.8392179352595346,0.08974980644960165
1076,Glasses,Search Engine,52,39,35,5,60885.20319909144,24792.91,1,0.03409537436690557,0.5871871688078187,0.3783005318799381
1077,Glasses,Design,57,43,42,2,106132.10857396782,9000.0,5,1.0,0.0,0.2775330610445394
1078,Glasses,Search Engine,56,30,24,6,40000.0,24792.91,2,0.0,0.15714961644373127,1.0
1079,Glasses,Search Engine,30,42,38,5,62335.325779131264,20612.254414287887,1,0.0,0.6367637731465943,0.6133667364537896
1080,Glasses,AI,38,42,41,1,135361.50344805594,18336.823114150557,4,0.9988984307623643,0.6664143643133038,0.0
1081,Glasses,Search Engine,34,49,45,4,91410.86489389258,23561.048967293806,1,0.08019296154954214,0.4398459931933423,0.4800396821541878
1082,Pear,Sales,45,43,41,3,124712.44441541427,24595.39775055307,1,1.0,0.0,0.2419162702277845
1083,Cheerper,Support,31,31,25,6,40000.0,12152.121102828896,5,0.0,0.8605733167622789,0.581402608107251
1084,Cheerper,BigData,1,35,26,8,111794.52040517966,23311.681641125037,1,0.11197208940718928,0.7635079263487221,0.12467211537046971
1085,Cheerper,Support,39,45,42,3,61398.75109030692,12256.234361486837,4,0.0,0.8861600045860003,0.3481656166594438
1086,Pear,Design,35,39,38,1,101599.04409241056,10737.976141698731,4,0.5502148166442746,0.0,0.7128913756669013
1087,Pear,Sales,16,33,27,6,94765.33561860368,24792.91,1,0.34810543416103523,0.01773394260949146,0.6345438093550919
1088,Glasses,Search Engine,17,38,29,9,71739.55166841675,18690.83434284784,1,0.09367563549655206,0.5765238327059393,0.3293851013485573
1089,Glasses,AI,1,30,27,2,149344.14431253824,24792.91,3,0.9430727685373461,0.0,0.09045595897722733
1090,Glasses,Search Engine,55,33,28,5,47951.322880022584,15691.43181215131,3,0.06223873864208518,0.7703535424291388,0.16708917184131117
1091,Cheerper,Search Engine,1,31,24,7,125968.07791401526,17890.350829280174,3,0.6360689361599938,0.34017259877041217,0.024325513256983844
1092,Glasses,BigData,53,33,29,4,42408.71446763105,17817.989869685887,3,0.019440675556338993,0.4593229877161945,0.5210641954115514
1093,Glasses,Search Engine,14,30,27,2,111845.24267467277,17378.97353270011,4,0.8572979523995499,0.06768367319333846,0.07493489318772528
1094,Cheerper,Search Engine,68,42,38,4,73636.24909264696,13238.251937989471,3,0.36564494966745975,0.854172609691207,0.0
1095,Pear,AI,26,40,37,3,91041.08763627594,24792.91,1,0.273071438298596,0.4129372317904571,0.3138441603355605
1096,Glasses,Design,16,37,26,9,86502.86705874129,16534.640526096537,1,0.26667820765407396,0.5689270846213315,0.16453139303792327
1097,Cheerper,BigData,1,37,32,5,99329.35024887357,10950.163334970612,5,0.43661532555645277,0.44156361165664954,0.12185361899601568
1098,Glasses,Search Engine,37,42,37,5,48331.08798842933,24792.91,1,0.0,0.69875616040881,0.7160610396698355
1099,Glasses,AI,5,49,44,6,112468.4884400622,24792.91,1,0.21699230454184965,0.5953451431025298,0.187436620695241
1100,Cheerper,BigData,32,49,48,6,93415.04413828357,9035.552541920346,2,0.027898745698820893,0.7780935662886492,0.1943264932976473
1101,Cheerper,Search Engine,7,38,31,7,110723.1398997423,11455.407571692886,3,0.5601549100247734,0.5074983668489601,0.0
1102,Glasses,Search Engine,8,47,45,2,75358.46099333827,24792.91,1,0.0,0.2663845080673757,1.0
1103,Pear,Design,45,38,35,3,68953.11258206092,18826.32079525953,1,0.0938570287955183,0.0,1.0
1104,Glasses,Search Engine,46,43,38,4,53617.09523026742,19356.327155602692,1,0.0,0.5336941978089936,0.732711992066316
1105,Glasses,Search Engine,80,36,36,1,40000.0,19840.578623462126,3,0.0,0.3951233692805757,0.9460169650161043
1106,Pear,Design,27,38,35,3,88445.6052170724,22785.427633073752,1,0.07211962866802413,0.0,1.0
1107,Pear,Sales,1,30,23,6,145433.2940884054,19269.77172699814,1,1.0,0.0,0.16917989254784846
1108,Pear,AI,37,39,35,4,67594.9553943983,16332.018481339896,2,0.018173621074035196,0.11524938520475012,0.8664124178160602
1109,Cheerper,Support,54,40,33,6,40000.0,19997.076428255845,2,0.0,0.6923602938977371,0.4339787205733255
1110,Glasses,BigData,22,35,30,5,45018.10799201543,19731.96743375751,2,0.0,0.5052067706301668,0.8833396800309274
1111,Pear,Sales,33,45,39,6,102298.27378721736,22399.82093469525,2,0.5996740434405056,0.0,0.4767777038304439
1112,Cheerper,BigData,46,38,32,6,64679.85434449713,19447.977842965855,2,0.11252532923760114,0.836703144687688,0.050700973110775704
1113,Glasses,AI,1,32,26,6,103206.27037053373,20891.120207119522,2,0.32370786255747597,0.4148757147605375,0.2610220284583964
1114,Cheerper,AI,1,36,23,9,102718.74374930451,14324.14104453057,2,0.682222543358316,0.41735818698652394,0.0
1115,Glasses,BigData,10,33,29,4,67810.67310103297,19725.200975047814,2,0.0,0.5697334646638944,0.7615484586835486
1116,Glasses,Search Engine,15,30,22,9,57173.406737846875,15630.197829541077,3,0.18522158256653323,0.9362111561441497,0.0
1117,Pear,Search Engine,9,30,22,4,92260.52169296704,18933.02243759131,5,0.6135643160726414,0.15087907556380253,0.23558818874278792
1118,Glasses,AI,33,35,35,1,83209.77197373251,24792.91,2,0.0,0.0,1.0
1119,Glasses,Search Engine,1,34,28,7,113297.72737656307,18527.858799662023,3,0.5989272624669769,0.4807097689466284,0.0
1120,Cheerper,BigData,38,41,43,1,74798.39189977138,14936.327417997245,3,0.0,0.5056127488619604,0.6803865469169912
1121,Pear,Design,79,40,36,4,63059.31469075676,20583.64661789013,3,0.52783529552801,0.0,0.5567165562958654
1122,Cheerper,Support,10,32,25,6,97758.13534499149,9000.0,5,0.702637765398106,0.8640294609184138,0.0
1123,Glasses,Search Engine,8,30,22,7,79314.82088737101,15478.623618119163,3,0.5231548509486346,0.1042222803754276,0.37283087693591505
1124,Pear,Sales,1,34,31,3,116589.87324508611,16165.41710478548,3,0.46550853956661403,0.0,1.0
1125,Cheerper,AI,1,43,36,7,150951.45931786695,24107.036007397244,1,0.82901841941879,0.47850701793862005,0.0
1126,Cheerper,Support,58,37,34,3,44964.63389837271,20216.24561675658,2,0.0,0.9185897109394026,0.5996249839036909
1127,Glasses,Search Engine,1,30,22,9,57623.77540815155,24792.91,1,0.2995199566467862,0.8410848886915259,0.0
1128,Glasses,AI,43,37,32,5,89715.35687812028,21768.831494879374,3,0.6167181883610311,0.3666116173892746,0.01686734728639988
1129,Cheerper,Search Engine,1,30,22,9,140954.11276404894,22666.23321897351,2,0.9622005090983252,0.4976036285964929,0.0
1130,Glasses,Search Engine,57,40,36,4,40000.0,24141.74399789099,1,0.0,0.39622127215982933,1.0
1131,Cheerper,BigData,30,44,41,3,71918.55579500826,16321.709948647553,2,0.0,0.5316830426423855,0.7326365913936765
1132,Glasses,Search Engine,10,30,25,5,73826.21351555419,17219.35474022255,4,0.06469455489387244,0.12981110838391344,0.8052913965376831
1133,Glasses,AI,28,49,48,1,121358.96721920648,21535.170679706633,2,0.2680221076445786,0.2302109395854117,0.5021189441544901
1134,Glasses,AI,47,49,46,5,77077.6703223928,15972.874095481393,4,0.3397731052053159,0.06992906894792472,0.5905006609100656
1135,Glasses,AI,31,41,35,5,90937.73057705484,21945.022930787964,1,0.3676859936947112,0.10701468633111169,0.5254937645870306
1136,Glasses,AI,29,37,30,7,82689.1882217568,18239.49344944204,2,0.5136470680553031,0.19842903010415336,0.28769823976433195
1137,Glasses,Search Engine,11,34,27,7,93903.5766455793,19193.176158354458,3,0.4955087186431753,0.6445496004226806,0.0
1138,Glasses,AI,29,41,35,6,113472.29477519944,19117.254625688893,3,1.0,0.28994480124991207,0.0
1139,Glasses,BigData,80,30,23,6,40000.0,15298.247108248166,4,0.14005855560853495,0.8273309110851343,0.032066428295330796
1140,Glasses,Design,1,43,39,4,151441.2356623098,19517.945723903704,2,0.9393647577783677,0.0,0.0838665439488965
1141,Pear,Design,65,49,48,1,83071.37919248073,9000.0,4,0.3908640781042951,0.0,0.7636066747010253
